species_id,provider_id,botanical_name,attribute_name,attribute_value,evidence_confidence,source_url,source_id,review_status,notes,approval_id
BCNPPD-0279,PROV-PREMIER,Gaillardia aristata,provider observation type,wordpress_seed_mix_component,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0032-ATTR-04
BCNPPD-0279,PROV-PREMIER,Gaillardia aristata,seed mix component percentage,9.30%,Pending review,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-PREMIER-PA-AUTO-0032-ATTR-05
BCNPPD-0279,PROV-PREMIER,Gaillardia aristata,product title,Reclamation Seed,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0032-ATTR-09
BCNPPD-0279,PROV-PREMIER,Gaillardia aristata,provider observation type,wordpress_seed_mix_component,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0032-ATTR-10
BCNPPD-0279,PROV-PREMIER,Gaillardia aristata,seed mix component percentage,9.30%,Pending review,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0032-ATTR-11
BCNPPD-0279,PROV-PREMIER,Gaillardia aristata,product title,Wildflower Seed,Pending review,https://premierpacificseeds.ca/products/wildflower-seed/,SRC-0380,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0032-ATTR-06
BCNPPD-0279,PROV-PREMIER,Gaillardia aristata,provider observation type,wordpress_seed_mix_component,Pending review,https://premierpacificseeds.ca/products/wildflower-seed/,SRC-0380,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0032-ATTR-07
BCNPPD-0279,PROV-PREMIER,Gaillardia aristata,seed mix component percentage,9.30%,Pending review,https://premierpacificseeds.ca/products/wildflower-seed/,SRC-0380,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0032-ATTR-08
BCNPPD-0279,PROV-WCS,Gaillardia aristata,description,"[description action=""start""] This versatile blend contains flowers that are equally beautiful in garden beds and in bouquets as they are long lasting cut flowers. This Cut Flower Blend contains annuals and perennials, so it will provide an ongoing source of flowers to brighten up any indoor space. Recommended rate of application: 198g per 1,000 square feet. Annuals and Perennials. Click here to learn more about Wildflowers & Regionality . Blend Ingredients. [Annual Baby's Breath (Gypsophila elegans), Bishop's Flower (Ammi majus), Blanketflower (Gaillardia aristata), China Aster (Callistephus chinensis), Clarkia (Clarkia unguiculata), Cosmos (Cosmos bipinnatus), English Wallflower (Cheiranthus cheiri), Gloriosa Daisy (Rudbeckia hirta), Iceland Poppy (Papaver nudicaule), Lance-Leaved Coreopsis (Coreopsis lanceolata), Mexican Hat (Ratibida columnifera), Painted Daisy (Chrysanthemum carinatum), Perennial Lupine (Lupinus perennis), Plains Coreopsis (Coreopsis tinctoria), Purple Coneflower (Echinacea purpurea), Rocket Larkspur (Delphinium consolida), Shasta Daisy (Chrysanthemum maximum), Sulphur Cosmos (Cosmos sulphureus), Sweet William Pinks (Dianthus barbatus)] [description action=""end""] [quickfacts action=""start quickfacts""] Colourful blooms Long lasting cut flowers Annuals and perennials [quickfacts action=""end quickfacts""]",Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-05
BCNPPD-0279,PROV-WCS,Gaillardia aristata,product title,Cut Flower Blend,Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-WCS-PA-AUTO-0003-ATTR-01
BCNPPD-0279,PROV-WCS,Gaillardia aristata,product type,Flower Seeds,Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-WCS-PA-AUTO-0003-ATTR-02
BCNPPD-0279,PROV-WCS,Gaillardia aristata,provider observation type,blend_ingredient,Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-04
BCNPPD-0279,PROV-WCS,Gaillardia aristata,tags,"AVAILABILITY:Available in USA, AVAILABILITY:In Stock, bc-freeship, COLLECTION: Super Sale 2025, COLLECTION:All Seeds, COLLECTION:Flower Seeds, COLLECTION:Seed Sale Aug 2025, COLLECTION:Seed Sale Aug 2025 POS, COLLECTION:Thanksgiving Week Sale, COLLECTION:Wildflower Seeds, EX STOCK FL3465C, EX STOCK FL3465D, EX STOCK FL3465E, FILTER:Available In USA, FILTER:Direct Sow, FILTER:In Stock, FILTER:New for 2024, fundraising-sync, In Stock, surplus-2025-08-12",Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-WCS-PA-AUTO-0003-ATTR-03
BCNPPD-0279,PROV-WCS,Gaillardia aristata,description,"[description action=""start""] With the increase of wildfires, properties that border wildlands prone to fires need to become firewise. Plant this special wildflower blend as part of a fire mitigation plan. Create a buffer zone with these compact, fire resistant, annual and perennial flowers that have higher moisture content and lower amounts of volatile oils than common landscaping plants. Recommended rate of application: 170g per 1,000 square feet. Annuals and Perennials. Click here to learn more about Wildflowers & Regionality . Blend Ingredients. [Bigflower Cinquefoil (Potentilla fissa), Black-Eyed Susan (Rudbeckia hirta), Blanketflower (Gaillardia aristata), Blue Columbine (Aquilegia caerulea), Blue Flax (Linum perenne), California Poppy (Eschscholzia californica), Cottage Pinks (Dianthus plumarius), Indian Blanket (Gaillardia pulchella), Lance-Leaved Coreopsis (Coreopsis lanceolata), Mountain Lupine (Lupinus argenteus), Palmer Penstemon (Penstemon palmeri), Prairie Spiderwort (Tradescantia occidentalis), Purple Coneflower (Echinacea purpurea), Rocky Mountain Penstemon (Penstemon strictus), Smooth Aster (Symphyotrichum laeve), Sticky Purple Geranium (Geranium viscosissimum)] [description action=""end""] [quickfacts action=""start quickfacts""] Fire resistant wildflower blend Suitable for properties that border wildlands prone to fires Annuals and perennials [quickfacts action=""end quickfacts""]",Pending review,https://www.westcoastseeds.com/products/firewise-blend,SRC-0372,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-15
BCNPPD-0279,PROV-WCS,Gaillardia aristata,product title,Firewise Blend,Pending review,https://www.westcoastseeds.com/products/firewise-blend,SRC-0372,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-11
BCNPPD-0279,PROV-WCS,Gaillardia aristata,product type,Flower Seeds,Pending review,https://www.westcoastseeds.com/products/firewise-blend,SRC-0372,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-12
BCNPPD-0279,PROV-WCS,Gaillardia aristata,provider observation type,blend_ingredient,Pending review,https://www.westcoastseeds.com/products/firewise-blend,SRC-0372,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-14
BCNPPD-0279,PROV-WCS,Gaillardia aristata,tags,"AVAILABILITY:Available in USA, AVAILABILITY:In Stock, bc-freeship, COLLECTION: Super Sale 2025, COLLECTION:All Seeds, COLLECTION:Flower Seeds, COLLECTION:Garden Surplus Sale, COLLECTION:Seed Sale Aug 2025, COLLECTION:Seed Sale Aug 2025 POS, COLLECTION:Thanksgiving Week Sale, COLLECTION:Wildflower Seeds, EX STOCK FL3463C, EX STOCK FL3463D, EX STOCK FL3463E, FILTER:Available In USA, FILTER:Direct Sow, FILTER:In Stock, FILTER:New for 2024, fundraising-sync, In Stock, surplus-2025-08-12",Pending review,https://www.westcoastseeds.com/products/firewise-blend,SRC-0372,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-13
BCNPPD-0279,PROV-WCS,Gaillardia aristata,description,"[description action=""start""] This drought tolerant wildflower blend is a great choice for residential and commercial landscaping. The annual and perennial flowers in this blend was selected to thrive in regions that receive 25-76cm (10-30"") annual precipitation, or in gardens with very well-draining soils that do not hold moisture. Recommended rate of application: 113g per 1,000 square feet. Annuals and Perennials. Click here to learn more about Wildflowers & Regionality . Blend Ingredients. [African Daisy (Dimorphotheca sinuata), Annual Baby's Breath (Gypsophila elegans), Blanketflower (Gaillardia aristata), Blue Flax (Linum perenne), California Bluebell (Phacelia campanularia), California Poppy (Eschscholzia californica), Corn Poppy (Papaver rhoeas), Cornflower (Centaurea cyanus), Indian Blanket (Gaillardia pulchella), Plains Coreopsis (Coreopsis tinctoria), Prairie Coneflower (Ratibida columnifera), Rocky Mountain Penstemon (Penstemon strictus), Spurred Snapdragon (Linaria maroccana), Sulphur Cosmos (Cosmos sulphureus), Sweet Alyssum (Lobularia maritima), Tidy Tips (Layia platyglossa)] [description action=""end""] [quickfacts action=""start quickfacts""] Drought tolerant blend Suitable for landscaping Annuals and perennials [quickfacts action=""end quickfacts""]",Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-10
BCNPPD-0279,PROV-WCS,Gaillardia aristata,product title,Waterwise Blend,Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-06
BCNPPD-0279,PROV-WCS,Gaillardia aristata,product type,Flower Seeds,Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-07
BCNPPD-0279,PROV-WCS,Gaillardia aristata,provider observation type,blend_ingredient,Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-09
BCNPPD-0279,PROV-WCS,Gaillardia aristata,tags,"AVAILABILITY:Available in USA, AVAILABILITY:In Stock, bc-freeship, COLLECTION: Super Sale 2025, COLLECTION:All Seeds, COLLECTION:Flower Seeds, COLLECTION:Seed Sale Aug 2025, COLLECTION:Seed Sale Aug 2025 POS, COLLECTION:Thanksgiving Week Sale, COLLECTION:Wildflower Seeds, FILTER:Available In USA, FILTER:Direct Sow, FILTER:Drought Tolerant, FILTER:In Stock, FILTER:New for 2024, fundraising-sync, In Stock, surplus-2025-08-12",Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0003-ATTR-08
BCNPPD-0280,PROV-NWM,Carex pachystachya,description,"One of the best grass-substitutes for combining with wildflower plantings. While most sedges have specific associations with wetlands or wet environments, Chamisso sedge is also tolerant of drier, upland conditions. This grass-like plant produces handsome brown seedheads on top of long, graceful, upright, slender stalks. It is wonderful for integrating with wildflowers, creating minimal competition for light or space. The long, texture-rich foliage towers above smaller flowers, creating an interesting substitute for grass. This is definitely a plant for full sun conditions and it germinates best with light exposure, so surface sowing is ideal. Chamisso sedge is deer-resistant, and native from Alaska to California. Approximately 1000 to 2000 seeds (2.0 grams).",Pending review,https://northwestmeadowscapes.com/products/chamisso-sedge-seeds-carex-pachystachya,SRC-0280,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0124-ATTR-03
BCNPPD-0280,PROV-NWM,Carex pachystachya,product title,Chamisso Sedge Seeds (Carex pachystachya),Pending review,https://northwestmeadowscapes.com/products/chamisso-sedge-seeds-carex-pachystachya,SRC-0280,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0124-ATTR-01
BCNPPD-0280,PROV-NWM,Carex pachystachya,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/chamisso-sedge-seeds-carex-pachystachya,SRC-0280,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0124-ATTR-02
BCNPPD-0281,PROV-NWM,Clarkia rhomboidea,description,"With spade or diamond-shaped bright pink petals, and anthers bearing blue-grey pollen, this nice annual is striking to look at. Even better, it’s typically easy to grow and very adaptable with a natural tendency to show up in dry pine forests and oak savannahs in late spring, with the most prolific appearances in recently burned sites. In Washington diamond clarkia is mostly found east of the Cascades, while in Oregon and northern California it extends west to the coast. At around one foot in mature height, with late spring blooms, it’s a great plant for any site sun or shade with medium to dry soils. We think it has excellent potential as a rock garden plant, in solar farm seed mixes, and partially shaded urban settings with poor soil conditions. Note this is a hostplant for the giant, hummingbird-like bedstraw hawkmoth ( Hyles gallii ). Approximately 1000 seeds (0.6 grams).",Pending review,https://northwestmeadowscapes.com/products/diamond-clarkia,SRC-0281,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0125-ATTR-03
BCNPPD-0281,PROV-NWM,Clarkia rhomboidea,product title,Diamond Clarkia Seeds (Clarkia rhomboidea),Pending review,https://northwestmeadowscapes.com/products/diamond-clarkia,SRC-0281,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0125-ATTR-01
BCNPPD-0281,PROV-NWM,Clarkia rhomboidea,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/diamond-clarkia,SRC-0281,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0125-ATTR-02
BCNPPD-0282,PROV-NWM,Coreopsis tinctoria,description,"Sometimes called dyer’s coreopsis, or dyer’s tickseed for its longstanding use as a wild dye plant, creating a range of deep-reddish-brown to yellow pigments, depending on the flower petal segments selected for use. This is largely a plant of the inland West, occurring across a vast expanse from southern inland British Columbia to the Gulf Coast of Mexico. It’s an annual species, frequenting recently disturbed ground: buffalo wallows, eroded badlands gulches, and remote highway verges where is sometimes appears among packed gravel and among cracks in asphalt as interstate trucks roar by at 60mph. We love this plant for it’s cheerful early morning flowers – often bright yellow with intense red centers - although fully red and fully yellow flowers also both occur. It’s closely associated with wild long-horn bees (genus: Melissodes), with females foraging among the flowers for nectar, while full-on clustered encampments of single males sometimes cling to the stems overnight, awaiting the warmth of dawn and the appearance females. This is a great species for overseeding arid scab lands (along with Lewis flax, yarrow, and Rocky Mountain bee plant) to add color and wildlife value. Or --- even in non-arid climates this is a handy addition to vegetable gardens where it can be planted in rows to attract pollinators and beneficial insects such as minute pirate bugs and lady beetles (good companion species for this kind of annual planting include large-flowered collomia, and lacy phacelia). Approx. 400-500 seeds (0.2 grams).",Pending review,https://northwestmeadowscapes.com/products/plains-coreopsis-seeds-coreopsis-tinctoria,SRC-0282,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0126-ATTR-03
BCNPPD-0282,PROV-NWM,Coreopsis tinctoria,product title,Plains Coreopsis Seeds (Coreopsis tinctoria),Pending review,https://northwestmeadowscapes.com/products/plains-coreopsis-seeds-coreopsis-tinctoria,SRC-0282,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0126-ATTR-01
BCNPPD-0282,PROV-NWM,Coreopsis tinctoria,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/plains-coreopsis-seeds-coreopsis-tinctoria,SRC-0282,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0126-ATTR-02
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,description,"[description action=""start""] This versatile blend contains flowers that are equally beautiful in garden beds and in bouquets as they are long lasting cut flowers. This Cut Flower Blend contains annuals and perennials, so it will provide an ongoing source of flowers to brighten up any indoor space. Recommended rate of application: 198g per 1,000 square feet. Annuals and Perennials. Click here to learn more about Wildflowers & Regionality . Blend Ingredients. [Annual Baby's Breath (Gypsophila elegans), Bishop's Flower (Ammi majus), Blanketflower (Gaillardia aristata), China Aster (Callistephus chinensis), Clarkia (Clarkia unguiculata), Cosmos (Cosmos bipinnatus), English Wallflower (Cheiranthus cheiri), Gloriosa Daisy (Rudbeckia hirta), Iceland Poppy (Papaver nudicaule), Lance-Leaved Coreopsis (Coreopsis lanceolata), Mexican Hat (Ratibida columnifera), Painted Daisy (Chrysanthemum carinatum), Perennial Lupine (Lupinus perennis), Plains Coreopsis (Coreopsis tinctoria), Purple Coneflower (Echinacea purpurea), Rocket Larkspur (Delphinium consolida), Shasta Daisy (Chrysanthemum maximum), Sulphur Cosmos (Cosmos sulphureus), Sweet William Pinks (Dianthus barbatus)] [description action=""end""] [quickfacts action=""start quickfacts""] Colourful blooms Long lasting cut flowers Annuals and perennials [quickfacts action=""end quickfacts""]",Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0014-ATTR-05
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,product title,Cut Flower Blend,Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-WCS-PA-AUTO-0014-ATTR-01
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,product type,Flower Seeds,Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-WCS-PA-AUTO-0014-ATTR-02
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,provider observation type,blend_ingredient,Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0014-ATTR-04
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,tags,"AVAILABILITY:Available in USA, AVAILABILITY:In Stock, bc-freeship, COLLECTION: Super Sale 2025, COLLECTION:All Seeds, COLLECTION:Flower Seeds, COLLECTION:Seed Sale Aug 2025, COLLECTION:Seed Sale Aug 2025 POS, COLLECTION:Thanksgiving Week Sale, COLLECTION:Wildflower Seeds, EX STOCK FL3465C, EX STOCK FL3465D, EX STOCK FL3465E, FILTER:Available In USA, FILTER:Direct Sow, FILTER:In Stock, FILTER:New for 2024, fundraising-sync, In Stock, surplus-2025-08-12",Pending review,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PROV-WCS-PA-AUTO-0014-ATTR-03
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,description,"[description action=""start""] This drought tolerant wildflower blend is a great choice for residential and commercial landscaping. The annual and perennial flowers in this blend was selected to thrive in regions that receive 25-76cm (10-30"") annual precipitation, or in gardens with very well-draining soils that do not hold moisture. Recommended rate of application: 113g per 1,000 square feet. Annuals and Perennials. Click here to learn more about Wildflowers & Regionality . Blend Ingredients. [African Daisy (Dimorphotheca sinuata), Annual Baby's Breath (Gypsophila elegans), Blanketflower (Gaillardia aristata), Blue Flax (Linum perenne), California Bluebell (Phacelia campanularia), California Poppy (Eschscholzia californica), Corn Poppy (Papaver rhoeas), Cornflower (Centaurea cyanus), Indian Blanket (Gaillardia pulchella), Plains Coreopsis (Coreopsis tinctoria), Prairie Coneflower (Ratibida columnifera), Rocky Mountain Penstemon (Penstemon strictus), Spurred Snapdragon (Linaria maroccana), Sulphur Cosmos (Cosmos sulphureus), Sweet Alyssum (Lobularia maritima), Tidy Tips (Layia platyglossa)] [description action=""end""] [quickfacts action=""start quickfacts""] Drought tolerant blend Suitable for landscaping Annuals and perennials [quickfacts action=""end quickfacts""]",Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0014-ATTR-10
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,product title,Waterwise Blend,Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0014-ATTR-06
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,product type,Flower Seeds,Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0014-ATTR-07
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,provider observation type,blend_ingredient,Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0014-ATTR-09
BCNPPD-0282,PROV-WCS,Coreopsis tinctoria,tags,"AVAILABILITY:Available in USA, AVAILABILITY:In Stock, bc-freeship, COLLECTION: Super Sale 2025, COLLECTION:All Seeds, COLLECTION:Flower Seeds, COLLECTION:Seed Sale Aug 2025, COLLECTION:Seed Sale Aug 2025 POS, COLLECTION:Thanksgiving Week Sale, COLLECTION:Wildflower Seeds, FILTER:Available In USA, FILTER:Direct Sow, FILTER:Drought Tolerant, FILTER:In Stock, FILTER:New for 2024, fundraising-sync, In Stock, surplus-2025-08-12",Pending review,https://www.westcoastseeds.com/products/waterwise-blend,SRC-0371,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0014-ATTR-08
BCNPPD-0283,PROV-NWM,Allium validum,description,"Possibly the largest and showiest of our native onions, as the name suggests, this is a species of damp spaces. All parts of this 3-foot-tall plant are edible, from the bulb and foliage to the vivid, pink flowers. However, the fun insect activity in the flowers will make you want to just watch this plant grow. We see fascinating types of flies, small solitary wasps, beetles, and many kinds of bees visiting swamp onion flowers. Although naturally widespread (from Pacific Coast, east to the Rocky Mountains) swamp onion is mostly found at medium to higher elevations. It can tolerate low-elevation life just fine, but will do best in cooler micro-climates with damp, but well-drained fertile soils. We think it has very good potential as a rain garden plant. Everything we try to offer has an entire rich cosmos of ecological connections, and it gets to be too much to try and capture those stories in a quick product description. Still, our wild onions have such interesting pollinator associates, that it’s worth including a brief list of at least some of the western bee species observed on wild onion flowers: Andrenidae Family: Blue-and-Black Andrena (Andrena nigrocaerulea) Apidae Family: Bear-like Digger Bee (Anthophora ursina), Black-notched Bumble Bee (Bombus bifarius), Indiscriminate Cuckoo Bumble Bee (Bombus insularis), Van Dyke’s Bumble Bee(Bombus vandykei), Edwards’s Long-horned Bee (Eucera edwardsii) Megachilidae Family: Anthidium banningense, Chelostoma minutum, Red-footed Cuckoo Leaf-cutter (Coelioxys rufitarsis), Hoplitis fulgida, Osmia aglaia, Osmia albolateralis, Large Indigo Mason Bee (Osmia atrocyanea), Osmia bakeri, Osmia californica, Yellowish Green Mason Bee (Osmia calla), Blue Mason Bee (Osmia cyanella), Osmia exigua, Kincaid’s Mason Bee (Osmia kincaidii), Osmia penstemonis, Friendly Mason Bee (Osmia proxima), Small Mason Bee (Osmia pusilla), Osmia trevoris It’s likely the Halictidae family (not well documented with our Northwestern onions), probably represents an even larger and more diverse group of bee visitors than all of the other families listed above! Approximately 150 seeds (0.5 grams).",Pending review,https://northwestmeadowscapes.com/products/swamp-onion-seeds-allium-validum,SRC-0284,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0128-ATTR-03
BCNPPD-0283,PROV-NWM,Allium validum,product title,Swamp Onion Seeds (Allium validum),Pending review,https://northwestmeadowscapes.com/products/swamp-onion-seeds-allium-validum,SRC-0284,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0128-ATTR-01
BCNPPD-0283,PROV-NWM,Allium validum,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/swamp-onion-seeds-allium-validum,SRC-0284,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0128-ATTR-02
BCNPPD-0284,PROV-NWM,Xerophyllum tenax,description,"Famed for ancient ethnobotanical traditions, beargrass is not a grass at all, but rather a member of the corn-lily family. It’s also an icon of western wildlands, producing visually arresting 3- to 4-foot-high flower stalks composed of white flower clusters that arise from a basal clump of wiry, grass-like foliage. Those long, wiry leaves have made beargrass a preeminent fiber source for basketry and weaving. Aside from strength, durability, and water resistance, beargrass leaves turn white as they dry, and can then be dyed vibrantly with other colors. We don’t have much experience with growing this plant from seed ourselves, but it appears to grow slow, and lives for a remarkably long time. Individual plants don’t appear to flower every year, but in our observations bloom most prolifically in years with abundant rainfall, or in post-fire conditions where competing vegetation is cleared away. In the wild beargrass occurs across much of the West – from foggy coastal bluffs, to mountain meadows, to high elevation prairies – often co-occurring with red paintbrush , and sometimes various lupines or columbine. The roots of beargrass are reportedly edible, although we have not tried this ourselves, and as with all plants, positive field recognition should be a pre-requisite before eating! Approximately 100 seeds (0.3 grams).",Pending review,https://northwestmeadowscapes.com/products/beargrass-xerophyllum-tenax,SRC-0285,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0129-ATTR-03
BCNPPD-0284,PROV-NWM,Xerophyllum tenax,product title,Beargrass Seeds (Xerophyllum tenax),Pending review,https://northwestmeadowscapes.com/products/beargrass-xerophyllum-tenax,SRC-0285,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0129-ATTR-01
BCNPPD-0284,PROV-NWM,Xerophyllum tenax,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/beargrass-xerophyllum-tenax,SRC-0285,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0129-ATTR-02
BCNPPD-0285,PROV-NWM,Asclepias latifolia,description,"This is not a Northwestern Native, but rather is a plant of the central and southern plains and the desert southwest (roughly Nebraska to California). Still, given the interest in monarch butterfly conservation and out of an appreciation for the milkweed genus, we’ve had many folks reaching out asking about other milkweed species to use as interesting botanical specimens for their gardens. After discovering this often-overlooked member of the milkweed clan in our travels, we thought it might be as interesting to others as it is to us. Standing at nearly 3-feet in mature height, this is a very sturdy plant with (as the name suggests) big, rubbery, Dr. Seuss-like leaves, pronounced with enormous bulging veins. The whole affair resembles something like a reptile crossed with a cabbage. Keep this in dry, sunny locations at maturity for the most impressive results! Approximately 150 seeds. (1.1 grams).",Pending review,https://northwestmeadowscapes.com/products/broadleaf-milkweed-seeds-asclepias-latifolia,SRC-0286,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0130-ATTR-03
BCNPPD-0285,PROV-NWM,Asclepias latifolia,product title,Broadleaf Milkweed Seeds (Asclepias latifolia),Pending review,https://northwestmeadowscapes.com/products/broadleaf-milkweed-seeds-asclepias-latifolia,SRC-0286,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0130-ATTR-01
BCNPPD-0285,PROV-NWM,Asclepias latifolia,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/broadleaf-milkweed-seeds-asclepias-latifolia,SRC-0286,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0130-ATTR-02
BCNPPD-0286,PROV-NWM,Asclepias fascicularis,description,"Native from western Mexico to British Columbia, this is arguably a cornerstone of monarch butterfly breeding habitat across large sections of the Inland West. We like narrowleaf milkweed for its good tolerance to drought its ability to eek out surviving populations of itself, even in abused landscapes and areas overrun with invasive species. As a native dryland plant, we aren’t sure how it might perform in areas of more moisture, but it might make an interesting garden plant, one that is guaranteed to attract a stunning array of pollinating insects, even if monarchs don’t actually find it. Reaching about 3-feet in mature height, narrow leaf milkweed does indeed produce long, thin, almost grass-like leaves. Surprisingly large pink or white blooms are borne upon the thin foliage and stems, almost giving the impression of the flower clusters floating unsupported above the surrounding vegetation. Approximately 200 seeds. (1.0 grams).",Pending review,https://northwestmeadowscapes.com/products/narrowleaf-milkweed-seeds-asclepias-fascicularis,SRC-0287,pending_review,Auto-approved attribute row via apply_provider_sandbox.,PA-AUTO-0131-ATTR-03
